@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL240-weka.filters.unsupervised.attribute.Remove-R1

@attribute AMW numeric
@attribute C. numeric
@attribute H. numeric
@attribute Me numeric
@attribute Mi numeric
@attribute Mp numeric
@attribute Mv numeric
@attribute MW numeric
@attribute N. numeric
@attribute nAB numeric
@attribute nAT numeric
@attribute nB numeric
@attribute nBM numeric
@attribute nBO numeric
@attribute nBR numeric
@attribute nBT numeric
@attribute nC numeric
@attribute nCL numeric
@attribute nCsp numeric
@attribute nCsp2 numeric
@attribute nCsp3 numeric
@attribute nDB numeric
@attribute nF numeric
@attribute nH numeric
@attribute nHet numeric
@attribute nHM numeric
@attribute nI numeric
@attribute nN numeric
@attribute nO numeric
@attribute nP numeric
@attribute nS numeric
@attribute nSK numeric
@attribute nTB numeric
@attribute nX numeric
@attribute O. numeric
@attribute RBF numeric
@attribute RBN numeric
@attribute SCBO numeric
@attribute Se numeric
@attribute Si numeric
@attribute Sp numeric
@attribute Sv numeric
@attribute X. numeric
@attribute pXC50 numeric

@data
8.79, 41.5, 36.6, 1.035, 1.159, 0.669, 0.669, 360.38, 14.6, 17, 41, 0.0, 17, 29, 0.0, 44, 17, 0.0, 0.0, 12, 5, 0.0, 3, 15, 9, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 26, 0.0, 3, 0.0, 0.045, 2, 37.5, 42.451, 47.5, 27.415, 27.439, 7.3, 5.004
7.264, 43.6, 45.5, 0.994, 1.125, 0.674, 0.638, 399.54, 9.1, 18, 55, 0.0, 19, 33, 0.0, 58, 24, 0.0, 1, 17, 6, 0.0, 0.0, 25, 6, 0.0, 0.0, 5, 1, 0.0, 0.0, 30, 1, 0.0, 1.8, 0.086, 5, 44, 54.672, 61.853, 37.097, 35.09, 0.0, 5.886
7.578, 45.1, 43.1, 1, 1.121, 0.682, 0.652, 386.49, 7.8, 18, 51, 0.0, 19, 32, 0.0, 54, 23, 0.0, 1, 17, 5, 0.0, 0.0, 22, 6, 0.0, 0.0, 4, 2, 0.0, 0.0, 29, 1, 0.0, 3.9, 0.093, 5, 43, 51.014, 57.149, 34.784, 33.256, 0.0, 5.114
7.573, 43.6, 43.6, 1.004, 1.123, 0.673, 0.645, 416.52, 7.3, 18, 55, 0.0, 19, 34, 0.0, 58, 24, 0.0, 1, 17, 6, 0.0, 0.0, 24, 7, 0.0, 0.0, 4, 3, 0.0, 0.0, 31, 1, 0.0, 5.5, 0.103, 6, 45, 55.225, 61.773, 37, 35.498, 0.0, 5.328
7.888, 42.6, 44.4, 1.006, 1.123, 0.678, 0.645, 425.95, 5.6, 18, 54, 0.0, 18, 33, 0.0, 57, 23, 1, 0.0, 17, 6, 0.0, 0.0, 24, 7, 1, 0.0, 3, 3, 0.0, 0.0, 30, 0.0, 1, 5.6, 0.105, 6, 42, 54.331, 60.634, 36.614, 34.831, 1.9, 4.699
7.77, 42.9, 45.2, 0.995, 1.116, 0.701, 0.646, 326.36, 4.8, 17, 42, 0.0, 18, 25, 0.0, 44, 18, 0.0, 0.0, 15, 3, 1, 0.0, 19, 5, 1, 0.0, 2, 2, 1, 0.0, 23, 0.0, 0.0, 4.8, 0.136, 6, 34.5, 41.785, 46.876, 29.455, 27.137, 0.0, 4.481
8.377, 50, 39.5, 0.992, 1.101, 0.749, 0.694, 318.33, 5.3, 18, 38, 0.0, 20, 25, 0.0, 40, 19, 0.0, 1, 18, 0.0, 1, 0.0, 15, 4, 1, 0.0, 2, 1, 1, 0.0, 23, 1, 0.0, 2.6, 0.1, 4, 37, 37.691, 41.836, 28.478, 26.369, 0.0, 4.481
7.669, 46.8, 44.7, 0.986, 1.108, 0.718, 0.658, 360.42, 4.3, 18, 47, 0.0, 20, 28, 0.0, 49, 22, 0.0, 1, 18, 3, 1, 0.0, 21, 4, 1, 0.0, 2, 1, 1, 0.0, 26, 1, 0.0, 2.1, 0.122, 6, 40, 46.342, 52.082, 33.762, 30.949, 0.0, 4.481
7.952, 42.3, 46.2, 0.995, 1.111, 0.708, 0.646, 413.51, 1.9, 18, 52, 0.0, 21, 30, 0.0, 54, 22, 0.0, 0.0, 18, 4, 3, 0.0, 24, 6, 2, 0.0, 1, 3, 1, 1, 28, 0.0, 0.0, 5.8, 0.13, 7, 42, 51.738, 57.753, 36.835, 33.598, 0.0, 4.481
8.009, 48, 42, 0.993, 1.106, 0.724, 0.673, 400.44, 4, 24, 50, 0.0, 25, 32, 0.0, 53, 24, 0.0, 0.0, 23, 1, 1, 0.0, 21, 5, 1, 0.0, 2, 2, 1, 0.0, 29, 0.0, 0.0, 4, 0.113, 6, 45, 49.669, 55.291, 36.216, 33.664, 0.0, 4.481
8.577, 47.7, 38.6, 1.004, 1.116, 0.731, 0.689, 377.38, 6.8, 23, 44, 0.0, 24, 30, 0.0, 47, 21, 0.0, 0.0, 21, 0.0, 1, 1, 17, 6, 1, 0.0, 3, 1, 1, 0.0, 27, 0.0, 1, 2.3, 0.106, 5, 42.5, 44.189, 49.089, 32.182, 30.3, 2.3, 4.481
7.846, 49, 42.9, 0.987, 1.104, 0.73, 0.672, 384.44, 4.1, 24, 49, 0.0, 25, 31, 0.0, 52, 24, 0.0, 0.0, 23, 1, 1, 0.0, 21, 4, 1, 0.0, 2, 1, 1, 0.0, 28, 0.0, 0.0, 2, 0.115, 6, 44, 48.342, 54.082, 35.762, 32.949, 0.0, 4.481
9.683, 39.5, 32.6, 1.067, 1.185, 0.651, 0.677, 416.37, 14, 16, 43, 0.0, 16, 32, 0.0, 46, 17, 0.0, 0.0, 11, 6, 0.0, 6, 14, 12, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 29, 0.0, 6, 0.0, 0.043, 2, 40, 45.872, 50.934, 27.989, 29.116, 14, 5.092
7.476, 44.4, 46.7, 0.985, 1.113, 0.706, 0.643, 336.4, 4.4, 18, 45, 0.0, 19, 26, 0.0, 47, 20, 0.0, 0.0, 17, 3, 1, 0.0, 21, 4, 1, 0.0, 2, 1, 1, 0.0, 24, 0.0, 0.0, 2.2, 0.128, 6, 36, 44.342, 50.082, 31.762, 28.949, 0.0, 4.481
8.709, 40, 37.5, 1.036, 1.163, 0.66, 0.661, 348.37, 15, 16, 40, 0.0, 16, 28, 0.0, 43, 16, 0.0, 0.0, 11, 5, 0.0, 3, 15, 9, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 25, 0.0, 3, 0.0, 0.047, 2, 36, 41.451, 46.5, 26.415, 26.439, 7.5, 4
7.662, 38.8, 44.9, 1.02, 1.139, 0.641, 0.624, 375.44, 6.1, 6, 49, 0.0, 9, 30, 0.0, 52, 19, 0.0, 0.0, 10, 9, 3, 1, 22, 8, 0.0, 0.0, 3, 4, 0.0, 0.0, 27, 0.0, 1, 8.2, 0.096, 5, 36, 49.963, 55.824, 31.387, 30.575, 2, 4.62
8.175, 47.2, 41.7, 0.991, 1.107, 0.735, 0.677, 294.31, 5.6, 18, 36, 0.0, 19, 23, 0.0, 38, 17, 0.0, 0.0, 17, 0.0, 1, 0.0, 15, 4, 1, 0.0, 2, 1, 1, 0.0, 21, 0.0, 0.0, 2.8, 0.105, 4, 33, 35.691, 39.836, 26.478, 24.369, 0.0, 4.481
8.253, 48.9, 40, 0.993, 1.106, 0.739, 0.687, 371.4, 6.7, 24, 45, 0.0, 25, 30, 0.0, 48, 22, 0.0, 0.0, 22, 0.0, 1, 0.0, 18, 5, 1, 0.0, 3, 1, 1, 0.0, 27, 0.0, 0.0, 2.2, 0.104, 5, 43, 44.676, 49.75, 33.245, 30.917, 0.0, 4.481
8.03, 47.9, 41.7, 0.991, 1.108, 0.729, 0.676, 385.43, 6.3, 24, 48, 0.0, 25, 31, 0.0, 51, 23, 0.0, 0.0, 22, 1, 1, 0.0, 20, 5, 1, 0.0, 3, 1, 1, 0.0, 28, 0.0, 0.0, 2.1, 0.118, 6, 44, 47.56, 53.165, 35.006, 32.444, 0.0, 4.481
7.661, 43.5, 45.7, 0.993, 1.115, 0.7, 0.645, 352.4, 4.3, 18, 46, 0.0, 19, 27, 0.0, 48, 20, 0.0, 0.0, 17, 3, 1, 0.0, 21, 5, 1, 0.0, 2, 2, 1, 0.0, 25, 0.0, 0.0, 4.3, 0.146, 7, 37, 45.669, 51.291, 32.216, 29.664, 0.0, 4.481
7.857, 45.7, 43.5, 0.99, 1.112, 0.718, 0.662, 361.41, 6.5, 18, 46, 0.0, 20, 28, 0.0, 48, 21, 0.0, 1, 17, 3, 1, 0.0, 20, 5, 1, 0.0, 3, 1, 1, 0.0, 26, 1, 0.0, 2.2, 0.146, 7, 40, 45.56, 51.165, 33.006, 30.444, 0.0, 4.481
7.833, 47.1, 43.1, 0.989, 1.109, 0.721, 0.666, 399.46, 5.9, 24, 51, 0.0, 25, 32, 0.0, 54, 24, 0.0, 0.0, 22, 2, 1, 0.0, 22, 5, 1, 0.0, 3, 1, 1, 0.0, 29, 0.0, 0.0, 2, 0.13, 7, 45, 50.443, 56.58, 36.767, 33.971, 0.0, 4.481
7.668, 43.2, 45.5, 0.99, 1.117, 0.705, 0.646, 337.39, 6.8, 18, 44, 0.0, 19, 26, 0.0, 46, 19, 0.0, 0.0, 16, 3, 1, 0.0, 20, 5, 1, 0.0, 3, 1, 1, 0.0, 24, 0.0, 0.0, 2.3, 0.13, 6, 36, 43.56, 49.165, 31.006, 28.444, 0.0, 4.481
7.212, 36.2, 49.3, 1.017, 1.151, 0.617, 0.595, 497.62, 4.3, 6, 69, 0.0, 7, 39, 0.0, 73, 25, 0.0, 0.0, 6, 19, 1, 3, 34, 10, 0.0, 0.0, 3, 4, 0.0, 0.0, 35, 0.0, 3, 5.8, 0.068, 5, 43, 70.174, 79.41, 42.591, 41.029, 4.3, 4.301
6.995, 35.6, 50.7, 1.011, 1.152, 0.615, 0.587, 510.67, 5.5, 6, 73, 0.0, 7, 40, 0.0, 77, 26, 0.0, 0.0, 6, 20, 1, 3, 37, 10, 0.0, 0.0, 4, 3, 0.0, 0.0, 36, 0.0, 3, 4.1, 0.065, 5, 44, 73.832, 84.114, 44.904, 42.862, 4.1, 4.301
6.995, 35.6, 50.7, 1.011, 1.152, 0.615, 0.587, 510.67, 5.5, 6, 73, 0.0, 7, 40, 0.0, 77, 26, 0.0, 0.0, 6, 20, 1, 3, 37, 10, 0.0, 0.0, 4, 3, 0.0, 0.0, 36, 0.0, 3, 4.1, 0.065, 5, 44, 73.832, 84.114, 44.904, 42.862, 4.1, 4.301
7.194, 36.9, 49.2, 1.015, 1.151, 0.621, 0.597, 467.59, 4.6, 6, 65, 0.0, 7, 37, 0.0, 69, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 9, 0.0, 0.0, 3, 3, 0.0, 0.0, 33, 0.0, 3, 4.6, 0.058, 4, 41, 65.963, 74.785, 40.375, 38.787, 4.6, 4.301
7.194, 36.9, 49.2, 1.015, 1.151, 0.621, 0.597, 467.59, 4.6, 6, 65, 0.0, 7, 37, 0.0, 69, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 9, 0.0, 0.0, 3, 3, 0.0, 0.0, 33, 0.0, 3, 4.6, 0.058, 4, 41, 65.963, 74.785, 40.375, 38.787, 4.6, 4.301
6.619, 39.1, 51.6, 0.993, 1.13, 0.638, 0.595, 423.61, 4.7, 6, 64, 0.0, 8, 35, 0.0, 68, 25, 0.0, 1, 7, 17, 1, 0.0, 33, 6, 0.0, 0.0, 3, 3, 0.0, 0.0, 31, 1, 0.0, 4.7, 0.059, 4, 41, 63.541, 72.351, 40.802, 38.111, 0.0, 4.472
7.203, 37.3, 49.3, 1.016, 1.148, 0.621, 0.597, 482.6, 3, 6, 67, 0.0, 7, 38, 0.0, 71, 25, 0.0, 0.0, 7, 18, 1, 3, 33, 9, 0.0, 0.0, 2, 4, 0.0, 0.0, 34, 0.0, 3, 6, 0.07, 5, 42, 68.072, 76.912, 41.586, 40.007, 4.5, 5.131
7.747, 36.9, 46.2, 1.031, 1.161, 0.619, 0.609, 503.57, 4.6, 6, 65, 0.0, 7, 39, 0.0, 69, 24, 0.0, 0.0, 6, 18, 1, 5, 30, 11, 0.0, 0.0, 3, 3, 0.0, 0.0, 35, 0.0, 5, 4.6, 0.058, 4, 43, 66.988, 75.465, 40.25, 39.554, 7.7, 4.301
7.47, 36.9, 47.7, 1.023, 1.156, 0.62, 0.603, 485.58, 4.6, 6, 65, 0.0, 7, 38, 0.0, 69, 24, 0.0, 0.0, 6, 18, 1, 4, 31, 10, 0.0, 0.0, 3, 3, 0.0, 0.0, 34, 0.0, 4, 4.6, 0.058, 4, 42, 66.476, 75.125, 40.313, 39.171, 6.2, 4.301
7.47, 36.9, 47.7, 1.023, 1.156, 0.62, 0.603, 485.58, 4.6, 6, 65, 0.0, 7, 38, 0.0, 69, 24, 0.0, 0.0, 6, 18, 1, 4, 31, 10, 0.0, 0.0, 3, 3, 0.0, 0.0, 34, 0.0, 4, 4.6, 0.058, 4, 42, 66.476, 75.125, 40.313, 39.171, 6.2, 4.301
7.724, 36.9, 47.7, 1.02, 1.15, 0.634, 0.609, 502.03, 4.6, 6, 65, 0.0, 7, 38, 0.0, 69, 24, 1, 0.0, 6, 18, 1, 3, 31, 10, 1, 0.0, 3, 3, 0.0, 0.0, 34, 0.0, 4, 4.6, 0.058, 4, 42, 66.287, 74.729, 41.233, 39.615, 6.2, 4.301
7.724, 36.9, 47.7, 1.02, 1.15, 0.634, 0.609, 502.03, 4.6, 6, 65, 0.0, 7, 38, 0.0, 69, 24, 1, 0.0, 6, 18, 1, 3, 31, 10, 1, 0.0, 3, 3, 0.0, 0.0, 34, 0.0, 4, 4.6, 0.058, 4, 42, 66.287, 74.729, 41.233, 39.615, 6.2, 4.301
7.876, 36.8, 45.6, 1.035, 1.165, 0.617, 0.61, 535.59, 4.4, 6, 68, 0.0, 7, 41, 0.0, 72, 25, 0.0, 0.0, 6, 19, 1, 6, 31, 12, 0.0, 0.0, 3, 3, 0.0, 0.0, 37, 0.0, 6, 4.4, 0.056, 4, 45, 70.385, 79.22, 41.949, 41.464, 8.8, 4.301
7.876, 36.8, 45.6, 1.035, 1.165, 0.617, 0.61, 535.59, 4.4, 6, 68, 0.0, 7, 41, 0.0, 72, 25, 0.0, 0.0, 6, 19, 1, 6, 31, 12, 0.0, 0.0, 3, 3, 0.0, 0.0, 37, 0.0, 6, 4.4, 0.056, 4, 45, 70.385, 79.22, 41.949, 41.464, 8.8, 4.301
7.4, 36.2, 47.8, 1.02, 1.152, 0.621, 0.602, 510.62, 5.8, 6, 69, 0.0, 8, 40, 0.0, 73, 25, 0.0, 0.0, 7, 18, 2, 3, 33, 11, 0.0, 0.0, 4, 4, 0.0, 0.0, 36, 0.0, 3, 5.8, 0.068, 5, 45, 70.392, 79.493, 42.836, 41.523, 4.3, 4.301
7.4, 36.2, 47.8, 1.02, 1.152, 0.621, 0.602, 510.62, 5.8, 6, 69, 0.0, 8, 40, 0.0, 73, 25, 0.0, 0.0, 7, 18, 2, 3, 33, 11, 0.0, 0.0, 4, 4, 0.0, 0.0, 36, 0.0, 3, 5.8, 0.068, 5, 45, 70.392, 79.493, 42.836, 41.523, 4.3, 4.301
7.327, 36.4, 48.5, 1.02, 1.151, 0.619, 0.599, 483.59, 4.5, 6, 66, 0.0, 7, 38, 0.0, 70, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 10, 0.0, 0.0, 3, 4, 0.0, 0.0, 34, 0.0, 3, 6.1, 0.057, 4, 42, 67.29, 75.995, 40.83, 39.502, 4.5, 4.301
7.327, 36.4, 48.5, 1.02, 1.151, 0.619, 0.599, 483.59, 4.5, 6, 66, 0.0, 7, 38, 0.0, 70, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 10, 0.0, 0.0, 3, 4, 0.0, 0.0, 34, 0.0, 3, 6.1, 0.057, 4, 42, 67.29, 75.995, 40.83, 39.502, 4.5, 4.301
7.212, 36.2, 49.3, 1.017, 1.151, 0.617, 0.595, 497.62, 4.3, 6, 69, 0.0, 7, 39, 0.0, 73, 25, 0.0, 0.0, 6, 19, 1, 3, 34, 10, 0.0, 0.0, 3, 4, 0.0, 0.0, 35, 0.0, 3, 5.8, 0.068, 5, 43, 70.174, 79.41, 42.591, 41.029, 4.3, 4.301
6.445, 37.1, 53.2, 0.993, 1.135, 0.626, 0.582, 399.59, 4.8, 6, 62, 0.0, 7, 33, 0.0, 66, 23, 0.0, 0.0, 6, 17, 1, 0.0, 33, 6, 0.0, 0.0, 3, 3, 0.0, 0.0, 29, 0.0, 0.0, 4.8, 0.061, 4, 37, 61.541, 70.351, 38.802, 36.111, 0.0, 4.301
7, 37.1, 51.6, 0.998, 1.134, 0.64, 0.596, 434.03, 4.8, 6, 62, 0.0, 7, 34, 0.0, 66, 23, 1, 0.0, 6, 17, 1, 0.0, 32, 7, 1, 0.0, 3, 3, 0.0, 0.0, 30, 0.0, 1, 4.8, 0.061, 4, 38, 61.865, 70.295, 39.659, 36.938, 1.6, 4.478
7.717, 37.1, 51.6, 0.996, 1.132, 0.648, 0.599, 478.48, 4.8, 6, 62, 0.0, 7, 34, 1, 66, 23, 0.0, 0.0, 6, 17, 1, 0.0, 32, 7, 1, 0.0, 3, 3, 0.0, 0.0, 30, 0.0, 1, 4.8, 0.061, 4, 38, 61.77, 70.193, 40.154, 37.136, 1.6, 4.311
7.194, 36.9, 49.2, 1.015, 1.151, 0.621, 0.597, 467.59, 4.6, 6, 65, 0.0, 7, 37, 0.0, 69, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 9, 0.0, 0.0, 3, 3, 0.0, 0.0, 33, 0.0, 3, 4.6, 0.058, 4, 41, 65.963, 74.785, 40.375, 38.787, 4.6, 4.301
6.947, 35.9, 50, 1.006, 1.138, 0.624, 0.594, 444.59, 6.3, 6, 64, 0.0, 9, 36, 0.0, 68, 23, 0.0, 0.0, 6, 17, 3, 0.0, 32, 9, 0.0, 0.0, 4, 5, 0.0, 0.0, 32, 0.0, 0.0, 7.8, 0.074, 5, 42, 64.414, 72.853, 39.955, 38.035, 0.0, 4.301
6.509, 36.4, 53, 0.996, 1.136, 0.621, 0.581, 429.62, 4.5, 6, 66, 0.0, 7, 35, 0.0, 70, 24, 0.0, 0.0, 6, 18, 1, 0.0, 35, 7, 0.0, 0.0, 3, 4, 0.0, 0.0, 31, 0.0, 0.0, 6.1, 0.071, 5, 39, 65.752, 74.976, 41.017, 38.352, 0.0, 4.332
8.73, 41.9, 37.2, 1.036, 1.154, 0.666, 0.666, 375.39, 11.6, 6, 43, 0.0, 11, 30, 0.0, 46, 18, 0.0, 0.0, 13, 5, 5, 3, 16, 9, 0.0, 0.0, 5, 1, 0.0, 0.0, 27, 0.0, 3, 2.3, 0.043, 2, 38, 44.56, 49.626, 28.625, 28.659, 7, 4
8.466, 41.3, 39.1, 1.031, 1.153, 0.661, 0.656, 389.42, 10.9, 6, 46, 0.0, 11, 31, 0.0, 49, 19, 0.0, 0.0, 13, 6, 5, 3, 18, 9, 0.0, 0.0, 5, 1, 0.0, 0.0, 28, 0.0, 3, 2.2, 0.041, 2, 39, 47.443, 53.042, 30.387, 30.186, 6.5, 4.479
6.357, 36.1, 54.2, 0.993, 1.136, 0.619, 0.575, 457.68, 4.2, 6, 72, 0.0, 7, 37, 0.0, 76, 26, 0.0, 0.0, 6, 20, 1, 0.0, 39, 7, 0.0, 0.0, 3, 4, 0.0, 0.0, 33, 0.0, 0.0, 5.6, 0.079, 6, 41, 71.519, 81.806, 44.54, 41.406, 0.0, 4.329
6.613, 38.1, 52.4, 0.997, 1.137, 0.627, 0.587, 416.59, 3.2, 6, 63, 0.0, 7, 34, 0.0, 67, 24, 0.0, 0.0, 7, 17, 1, 1, 33, 6, 0.0, 0.0, 2, 3, 0.0, 0.0, 30, 0.0, 1, 4.8, 0.06, 4, 38, 62.836, 71.608, 39.495, 36.999, 1.6, 4.629
6.874, 38.1, 52.4, 0.994, 1.13, 0.642, 0.594, 433.04, 3.2, 6, 63, 0.0, 7, 34, 0.0, 67, 24, 1, 0.0, 7, 17, 1, 0.0, 33, 6, 1, 0.0, 2, 3, 0.0, 0.0, 30, 0.0, 1, 4.8, 0.06, 4, 38, 62.647, 71.212, 40.415, 37.443, 1.6, 4.373
7.579, 38.1, 52.4, 0.993, 1.129, 0.649, 0.597, 477.49, 3.2, 6, 63, 0.0, 7, 34, 1, 67, 24, 0.0, 0.0, 7, 17, 1, 0.0, 33, 6, 1, 0.0, 2, 3, 0.0, 0.0, 30, 0.0, 1, 4.8, 0.06, 4, 38, 62.552, 71.11, 40.91, 37.641, 1.6, 4.693
7.07, 37.9, 50, 1.011, 1.147, 0.623, 0.595, 466.6, 3, 6, 66, 0.0, 7, 37, 0.0, 70, 25, 0.0, 0.0, 7, 18, 1, 3, 33, 8, 0.0, 0.0, 2, 3, 0.0, 0.0, 33, 0.0, 3, 4.5, 0.057, 4, 41, 66.745, 75.702, 41.131, 39.293, 4.5, 4.559
6.832, 37.1, 51.6, 1.005, 1.151, 0.62, 0.586, 423.58, 4.8, 6, 62, 0.0, 7, 33, 0.0, 65, 23, 0.0, 0.0, 6, 17, 1, 3, 32, 7, 0.0, 0.0, 3, 1, 0.0, 0.0, 30, 0.0, 3, 1.6, 0.077, 5, 37, 62.308, 71.367, 38.466, 36.358, 4.8, 4.301
7.026, 38.3, 50, 1.007, 1.149, 0.628, 0.597, 421.56, 5, 6, 60, 0.0, 7, 34, 0.0, 64, 23, 0.0, 0.0, 6, 17, 1, 3, 30, 7, 0.0, 0.0, 3, 1, 0.0, 0.0, 30, 0.0, 3, 1.7, 0.047, 3, 38, 60.425, 68.951, 37.705, 35.831, 5, 4.475
6.914, 38.1, 50.8, 1.005, 1.149, 0.626, 0.593, 435.59, 4.8, 6, 63, 0.0, 7, 35, 0.0, 67, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 7, 0.0, 0.0, 3, 1, 0.0, 0.0, 31, 0.0, 3, 1.6, 0.045, 3, 39, 63.308, 72.367, 39.466, 37.358, 4.8, 4.474
6.812, 37.9, 51.5, 1.003, 1.148, 0.625, 0.589, 449.62, 4.5, 6, 66, 0.0, 7, 36, 0.0, 70, 25, 0.0, 0.0, 6, 19, 1, 3, 34, 7, 0.0, 0.0, 3, 1, 0.0, 0.0, 32, 0.0, 3, 1.5, 0.043, 3, 40, 66.192, 75.782, 41.228, 38.884, 4.5, 4.833
7.437, 37.7, 49.2, 1.008, 1.145, 0.645, 0.607, 453.63, 4.9, 6, 61, 0.0, 7, 35, 0.0, 65, 23, 0.0, 0.0, 6, 17, 1, 3, 30, 8, 1, 0.0, 3, 1, 0.0, 1, 31, 0.0, 3, 1.6, 0.046, 3, 39, 61.501, 69.871, 39.353, 37.018, 4.9, 4.636
7.708, 36.5, 47.6, 1.018, 1.147, 0.639, 0.61, 485.63, 4.8, 6, 63, 0.0, 9, 37, 0.0, 67, 23, 0.0, 0.0, 6, 17, 3, 3, 30, 10, 1, 0.0, 3, 3, 0.0, 1, 33, 0.0, 3, 4.8, 0.045, 3, 43, 64.156, 72.29, 40.262, 38.448, 4.8, 4.301
7.173, 37.7, 49.2, 1.012, 1.15, 0.626, 0.599, 437.56, 4.9, 6, 61, 0.0, 7, 35, 0.0, 65, 23, 0.0, 0.0, 6, 17, 1, 3, 30, 8, 0.0, 0.0, 3, 2, 0.0, 0.0, 31, 0.0, 3, 3.3, 0.046, 3, 39, 61.752, 70.161, 38.16, 36.546, 4.9, 4.59
7.056, 37.5, 50, 1.01, 1.15, 0.624, 0.595, 451.59, 4.7, 6, 64, 0.0, 7, 36, 0.0, 68, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 8, 0.0, 0.0, 3, 2, 0.0, 0.0, 32, 0.0, 3, 3.1, 0.059, 4, 40, 64.636, 73.576, 39.921, 38.072, 4.7, 4.328
7.39, 38.1, 47.6, 1.017, 1.149, 0.629, 0.607, 465.57, 4.8, 6, 63, 0.0, 8, 37, 0.0, 67, 24, 0.0, 0.0, 7, 17, 2, 3, 30, 9, 0.0, 0.0, 3, 3, 0.0, 0.0, 33, 0.0, 3, 4.8, 0.045, 3, 42, 64.079, 72.37, 39.614, 38.26, 4.8, 4.301
7.056, 37.5, 50, 1.01, 1.15, 0.624, 0.595, 451.59, 4.7, 6, 64, 0.0, 7, 36, 0.0, 68, 24, 0.0, 0.0, 6, 18, 1, 3, 32, 8, 0.0, 0.0, 3, 2, 0.0, 0.0, 32, 0.0, 3, 3.1, 0.044, 3, 40, 64.636, 73.576, 39.921, 38.072, 4.7, 4.41
7.083, 36.8, 50, 1.012, 1.15, 0.62, 0.593, 481.62, 4.4, 6, 68, 0.0, 7, 38, 0.0, 72, 25, 0.0, 0.0, 6, 19, 1, 3, 34, 9, 0.0, 0.0, 3, 3, 0.0, 0.0, 34, 0.0, 3, 4.4, 0.056, 4, 42, 68.847, 78.201, 42.137, 40.314, 4.4, 4.388
8.428, 39.5, 39.5, 1.031, 1.161, 0.655, 0.65, 362.4, 14, 16, 43, 0.0, 16, 29, 0.0, 46, 17, 0.0, 0.0, 11, 6, 0.0, 3, 17, 9, 0.0, 0.0, 6, 0.0, 0.0, 0.0, 26, 0.0, 3, 0.0, 0.043, 2, 37, 44.334, 49.915, 28.177, 27.966, 7, 4.693
7.676, 41.3, 44.4, 1.014, 1.145, 0.654, 0.632, 483.59, 7.9, 17, 63, 0.0, 18, 39, 0.0, 67, 26, 0.0, 0.0, 15, 11, 1, 3, 28, 9, 0.0, 0.0, 5, 1, 0.0, 0.0, 35, 0.0, 3, 1.6, 0.09, 6, 48.5, 63.861, 72.118, 41.194, 39.82, 4.8, 5.284
7.806, 40.6, 43.8, 1.019, 1.146, 0.651, 0.633, 499.59, 7.8, 17, 64, 0.0, 18, 40, 0.0, 68, 26, 0.0, 0.0, 15, 11, 1, 3, 28, 10, 0.0, 0.0, 5, 2, 0.0, 0.0, 36, 0.0, 3, 3.1, 0.088, 6, 49.5, 65.189, 73.327, 41.648, 40.535, 4.7, 4.772
8.443, 38.3, 41.7, 1.027, 1.149, 0.663, 0.645, 506.61, 10, 16, 60, 0.0, 17, 39, 0.0, 64, 23, 0.0, 0.0, 12, 11, 1, 3, 25, 12, 1, 0.0, 6, 2, 0.0, 1, 35, 0.0, 3, 3.3, 0.094, 6, 48, 61.6, 68.915, 39.779, 38.69, 5, 4.301
8.443, 38.3, 41.7, 1.027, 1.149, 0.663, 0.645, 506.61, 10, 16, 60, 0.0, 17, 39, 0.0, 64, 23, 0.0, 0.0, 12, 11, 1, 3, 25, 12, 1, 0.0, 6, 2, 0.0, 1, 35, 0.0, 3, 3.3, 0.094, 6, 48, 61.6, 68.915, 39.779, 38.69, 5, 4.547
8.443, 38.3, 41.7, 1.027, 1.149, 0.663, 0.645, 506.61, 10, 16, 60, 0.0, 17, 39, 0.0, 64, 23, 0.0, 0.0, 12, 11, 1, 3, 25, 12, 1, 0.0, 6, 2, 0.0, 1, 35, 0.0, 3, 3.3, 0.094, 6, 48, 61.6, 68.915, 39.779, 38.69, 5, 4.301
8.264, 38.1, 42.9, 1.024, 1.148, 0.659, 0.638, 520.64, 9.5, 16, 63, 0.0, 17, 40, 0.0, 67, 24, 0.0, 0.0, 12, 12, 1, 3, 27, 12, 1, 0.0, 6, 2, 0.0, 1, 36, 0.0, 3, 3.2, 0.09, 6, 49, 64.483, 72.33, 41.54, 40.217, 4.8, 4.301
